place_id,place_name,city,province,category_clean,c1_ticket_price_z,c2_rating_z,c4_facility_score_z,category_alam,category_bahari,category_belanja,category_budaya,category_hiburan,category_religi
38,Istana Negara Republik Indonesia,Jakarta,DKI Jakarta,budaya,-0.3714337865818478,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
39,Museum Macan (Modern and Contemporary Art in Nusantara),Jakarta,DKI Jakarta,budaya,1.1352641131328784,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
40,Galeri Nasional Indonesia,Jakarta,DKI Jakarta,budaya,-0.3714337865818478,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
41,Museum Bahari Jakarta,Jakarta,DKI Jakarta,budaya,-0.34129982858755326,-0.2053854056479976,-0.43791018704105006,0,0,0,1,0,0
42,Museum Seni Rupa dan Kramik,Jakarta,DKI Jakarta,budaya,-0.29609889159611147,-0.2053854056479976,-0.43791018704105006,0,0,0,1,0,0
43,The Escape Hunt,Jakarta,DKI Jakarta,hiburan,0.6832547432184607,-0.2053854056479976,-0.43791018704105006,0,0,0,0,1,0
44,Monumen Selamat Datang,Jakarta,DKI Jakarta,budaya,-0.3714337865818478,1.2345090692425182,-0.43791018704105006,0,0,0,1,0,0
45,Jakarta Aquarium dan Safari,Jakarta,DKI Jakarta,hiburan,2.415957327890396,0.7545442442790101,-0.43791018704105006,0,0,0,0,1,0
46,Pulau Semak Daun,Jakarta,DKI Jakarta,bahari,0.23124537330404277,-2.1252447055020216,-0.43791018704105006,0,1,0,0,0,0
47,Taman Situ Lembang,Jakarta,DKI Jakarta,hiburan,-0.3714337865818478,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
48,Taman Ismail Marzuki,Jakarta,DKI Jakarta,budaya,-0.29609889159611147,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
49,Galeri Indonesia Kaya,Jakarta,DKI Jakarta,budaya,-0.3714337865818478,1.7144738942060223,-0.43791018704105006,0,0,0,1,0,0
50,Museum Joang 45,Jakarta,DKI Jakarta,budaya,-0.34129982858755326,-2.1252447055020216,-0.43791018704105006,0,0,0,1,0,0
51,Jakarta Planetarium,Jakarta,DKI Jakarta,hiburan,-0.19063003861608063,-1.6452798805385178,-0.43791018704105006,0,0,0,0,1,0
52,Kampung Cina,Jakarta,DKI Jakarta,budaya,-0.14542910162463885,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
53,Rumah Sipitung,Jakarta,DKI Jakarta,budaya,-0.29609889159611147,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
54,Taman Agrowisata Cilangkap,Jakarta,DKI Jakarta,hiburan,-0.3714337865818478,-1.1653150555750096,-0.43791018704105006,0,0,0,0,1,0
55,Klenteng Jin De Yuan,Jakarta,DKI Jakarta,religi,-0.3714337865818478,0.2745794193155063,-0.43791018704105006,0,0,0,0,0,1
56,Pantai Ancol,Jakarta,DKI Jakarta,bahari,0.005240688346833808,-0.2053854056479976,-0.43791018704105006,0,1,0,0,0,0
57,Taman Lapangan Banteng,Jakarta,DKI Jakarta,hiburan,-0.3714337865818478,1.2345090692425182,1.619796820883024,0,0,0,0,1,0
58,Taman Ayodya,Jakarta,DKI Jakarta,hiburan,-0.3714337865818478,-0.2053854056479976,1.619796820883024,0,0,0,0,1,0
59,Museum Sumpah Pemuda,Jakarta,DKI Jakarta,budaya,-0.34129982858755326,1.2345090692425182,-0.43791018704105006,0,0,0,1,0,0
60,Museum Tekstil,Jakarta,DKI Jakarta,budaya,-0.29609889159611147,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
61,Tugu Proklamasi,Jakarta,DKI Jakarta,budaya,-0.3714337865818478,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
62,Taman Legenda Keong Emas,Jakarta,DKI Jakarta,hiburan,0.08057558333257013,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
63,Museum Kebangkitan Nasional,Jakarta,DKI Jakarta,budaya,-0.34129982858755326,1.2345090692425182,-0.43791018704105006,0,0,0,1,0,0
64,Museum Sasmita Loka Ahmad Yani,Jakarta,DKI Jakarta,budaya,-0.34129982858755326,1.2345090692425182,-0.43791018704105006,0,0,0,1,0,0
65,Museum Basoeki Abdullah,Jakarta,DKI Jakarta,budaya,-0.3563668075847005,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
66,Museum Layang-layang,Jakarta,DKI Jakarta,budaya,-0.22076399661037516,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
67,Margasatwa Muara Angke,Jakarta,DKI Jakarta,alam,0.005240688346833808,-1.1653150555750096,-0.43791018704105006,1,0,0,0,0,0
68,Pasar Petak Sembilan,Jakarta,DKI Jakarta,belanja,-0.3714337865818478,-0.2053854056479976,1.619796820883024,0,0,1,0,0,0
69,Freedom Library,Jakarta,DKI Jakarta,budaya,-0.3714337865818478,2.674403544133034,-0.43791018704105006,0,0,0,1,0,0
70,Perpustakaan Nasional,Jakarta,DKI Jakarta,budaya,-0.3714337865818478,1.2345090692425182,-0.43791018704105006,0,0,0,1,0,0
71,Cibubur Garden Diary (Cibugary),Jakarta,DKI Jakarta,alam,0.38191516327551545,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
72,Waterboom PIK (Pantai Indah Kapuk),Jakarta,DKI Jakarta,hiburan,4.148659912562332,-0.2053854056479976,-0.43791018704105006,0,0,0,0,1,0
73,Museum Perangko,Jakarta,DKI Jakarta,budaya,-0.29609889159611147,-0.2053854056479976,-0.43791018704105006,0,0,0,1,0,0
74,Museum Tengah Kebun,Jakarta,DKI Jakarta,budaya,-0.3714337865818478,0.7545442442790101,1.619796820883024,0,0,0,1,0,0
75,SnowBay Waterpark,Jakarta,DKI Jakarta,hiburan,2.34062243290466,-0.6853502306115058,-0.43791018704105006,0,0,0,0,1,0
76,Taman Cattleya,Jakarta,DKI Jakarta,hiburan,-0.07009420663890252,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
77,Taman Hutan Tebet,Jakarta,DKI Jakarta,hiburan,-0.3714337865818478,-0.2053854056479976,3.677503828807098,0,0,0,0,1,0
78,Hutan Kota Srengseng,Jakarta,DKI Jakarta,hiburan,-0.3563668075847005,-0.6853502306115058,-0.43791018704105006,0,0,0,0,1,0
79,Taman Spathodea,Jakarta,DKI Jakarta,hiburan,-0.3714337865818478,0.7545442442790101,1.619796820883024,0,0,0,0,1,0
80,Plaza Indonesia,Jakarta,DKI Jakarta,belanja,-0.3714337865818478,1.2345090692425182,1.619796820883024,0,0,1,0,0,0
81,Mall Thamrin City,Jakarta,DKI Jakarta,belanja,-0.3714337865818478,-0.2053854056479976,-0.43791018704105006,0,0,1,0,0,0
82,Museum Satria Mandala,Jakarta,DKI Jakarta,budaya,-0.29609889159611147,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
83,Alive Museum Ancol,Jakarta,DKI Jakarta,hiburan,2.641962012847605,-0.6853502306115058,-0.43791018704105006,0,0,0,0,1,0
84,Kawasan Kuliner BSM,Jakarta,DKI Jakarta,belanja,-0.3714337865818478,0.7545442442790101,1.619796820883024,0,0,1,0,0,0
85,Taman Pintar Yogyakarta,Yogyakarta,DI Yogyakarta,hiburan,-0.2810319125989642,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
86,Keraton Yogyakarta,Yogyakarta,DI Yogyakarta,budaya,-0.14542910162463885,0.7545442442790101,1.619796820883024,0,0,0,1,0,0
87,Sindu Kusuma Edupark (SKE),Yogyakarta,DI Yogyakarta,hiburan,-0.07009420663890252,-1.1653150555750096,-0.43791018704105006,0,0,0,0,1,0
88,Museum Benteng Vredeburg Yogyakarta,Yogyakarta,DI Yogyakarta,budaya,-0.326232849590406,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
89,De Mata Museum Jogja,Yogyakarta,DI Yogyakarta,budaya,0.38191516327551545,-0.2053854056479976,-0.43791018704105006,0,0,0,1,0,0
90,Kampung Wisata Taman Sari,Yogyakarta,DI Yogyakarta,hiburan,-0.29609889159611147,0.7545442442790101,-0.43791018704105006,0,0,0,0,1,0
91,Situs Warungboto,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,-0.2053854056479976,-0.43791018704105006,0,0,0,0,1,0
92,Nol Kilometer Jl.Malioboro,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,1.2345090692425182,-0.43791018704105006,0,0,0,0,1,0
93,Gembira Loka Zoo,Yogyakarta,DI Yogyakarta,alam,0.5325849532469881,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
94,Sumur Gumuling,Yogyakarta,DI Yogyakarta,hiburan,-0.26596493360181694,0.2745794193155063,1.619796820883024,0,0,0,0,1,0
95,Desa Wisata Sungai Code Jogja Kota,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,2.674403544133034,-0.43791018704105006,0,0,0,0,1,0
96,Alun Alun Selatan Yogyakarta,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,0.7545442442790101,-0.43791018704105006,0,0,0,0,1,0
97,Monumen Yogya Kembali,Yogyakarta,DI Yogyakarta,budaya,-0.14542910162463885,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
98,Taman Pelangi Yogyakarta,Yogyakarta,DI Yogyakarta,hiburan,-0.14542910162463885,-0.6853502306115058,-0.43791018704105006,0,0,0,0,1,0
99,Kampung Wisata Kadipaten,Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,-0.2053854056479976,-0.43791018704105006,0,0,0,1,0,0
100,Taman Budaya Yogyakarta,Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
101,Kampung Wisata Sosro Menduran,Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,-2.1252447055020216,1.619796820883024,0,0,0,1,0,0
102,Monumen Batik Yogyakarta,Yogyakarta,DI Yogyakarta,budaya,0.23124537330404277,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
103,Tugu Pal Putih Jogja,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,1.2345090692425182,-0.43791018704105006,0,0,0,0,1,0
104,Tebing Breksi,Yogyakarta,DI Yogyakarta,budaya,-0.07009420663890252,-0.2053854056479976,-0.43791018704105006,0,0,0,1,0,0
105,Candi Donotirto,Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,-0.2053854056479976,1.619796820883024,0,0,0,1,0,0
106,Kawasan Malioboro,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,1.7144738942060223,-0.43791018704105006,0,0,0,0,1,0
107,Bangsal Pagelaran,Yogyakarta,DI Yogyakarta,budaya,-0.29609889159611147,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
108,Embung Tambakboyo,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,-0.2053854056479976,-0.43791018704105006,0,0,0,0,1,0
109,Hutan Pinus Pengger,Yogyakarta,DI Yogyakarta,hiburan,-0.326232849590406,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
110,Monumen Serangan Umum 1 Maret,Yogyakarta,DI Yogyakarta,hiburan,-0.326232849590406,0.7545442442790101,-0.43791018704105006,0,0,0,0,1,0
111,Puncak Pinus Becici,Yogyakarta,DI Yogyakarta,hiburan,-0.326232849590406,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
112,Bukit Bintang Yogyakarta,Yogyakarta,DI Yogyakarta,hiburan,0.005240688346833808,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
113,Gedung Agung Yogyakarta,Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
114,The Lost World Castle,Yogyakarta,DI Yogyakarta,hiburan,0.08057558333257013,-0.6853502306115058,1.619796820883024,0,0,0,0,1,0
115,Monumen Sanapati,Yogyakarta,DI Yogyakarta,budaya,-0.14542910162463885,-0.6853502306115058,1.619796820883024,0,0,0,1,0,0
116,Jurang Tembelan Kanigoro,Yogyakarta,DI Yogyakarta,hiburan,-0.3337663390889796,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
117,The World Landmarks - Merapi Park Yogyakarta,Yogyakarta,DI Yogyakarta,hiburan,-0.03996024864460799,-1.1653150555750096,-0.43791018704105006,0,0,0,0,1,0
118,Museum Sonobudoyo Unit I,Yogyakarta,DI Yogyakarta,budaya,-0.29609889159611147,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
119,Lava Bantal,Yogyakarta,DI Yogyakarta,budaya,-0.29609889159611147,-0.2053854056479976,-0.43791018704105006,0,0,0,1,0,0
120,Bukit Panguk Kediwung,Yogyakarta,DI Yogyakarta,budaya,3.395310962704968,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
121,Candi Prambanan,Yogyakarta,DI Yogyakarta,budaya,0.38191516327551545,1.2345090692425182,-0.43791018704105006,0,0,0,1,0,0
122,Watu Goyang,Yogyakarta,DI Yogyakarta,budaya,-0.3337663390889796,-0.2053854056479976,-0.43791018704105006,0,0,0,1,0,0
123,Kampung Wisata Rejowinangun,Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,-0.6853502306115058,-0.43791018704105006,0,0,0,1,0,0
124,Kauman Pakualaman Yogyakarta,Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,2.674403544133034,-0.43791018704105006,0,0,0,1,0,0
125,Alun-alun Utara Keraton Yogyakarta,Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
126,Pantai Goa Cemara,Yogyakarta,DI Yogyakarta,bahari,-0.31116587059325873,-0.6853502306115058,-0.43791018704105006,0,1,0,0,0,0
127,Blue Lagoon Jogja,Yogyakarta,DI Yogyakarta,hiburan,-0.22076399661037516,-0.6853502306115058,-0.43791018704105006,0,0,0,0,1,0
128,Gumuk Pasir Parangkusumo,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
129,Bukit Lintang Sewu,Yogyakarta,DI Yogyakarta,hiburan,-0.34129982858755326,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
130,Studio Alam Gamplong,Yogyakarta,DI Yogyakarta,hiburan,-0.22076399661037516,-0.2053854056479976,-0.43791018704105006,0,0,0,0,1,0
131,Watu Lumbung,Yogyakarta,DI Yogyakarta,alam,-0.29609889159611147,-0.6853502306115058,-0.43791018704105006,1,0,0,0,0,0
132,Air Terjun Kedung Pedut,Yogyakarta,DI Yogyakarta,alam,-0.07009420663890252,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
133,Puncak Kebun Buah Mangunan,Yogyakarta,DI Yogyakarta,hiburan,-0.29609889159611147,0.7545442442790101,-0.43791018704105006,0,0,0,0,1,0
134,Desa Wisata Gamplong,Yogyakarta,DI Yogyakarta,hiburan,-0.22076399661037516,-0.2053854056479976,-0.43791018704105006,0,0,0,0,1,0
135,Kawasan Wisata Sosrowijayan,Yogyakarta,DI Yogyakarta,belanja,-0.3714337865818478,-2.1252447055020216,-0.43791018704105006,0,0,1,0,0,0
136,Grojogan Watu Purbo Bangunrejo,Yogyakarta,DI Yogyakarta,hiburan,-0.22076399661037516,0.2745794193155063,-0.43791018704105006,0,0,0,0,1,0
137,Wisata Alam Kalibiru,Yogyakarta,DI Yogyakarta,alam,-0.07009420663890252,-0.2053854056479976,-0.43791018704105006,1,0,0,0,0,0
138,Jogja Exotarium,Yogyakarta,DI Yogyakarta,hiburan,-0.07009420663890252,-0.2053854056479976,-0.43791018704105006,0,0,0,0,1,0
139,Puncak Gunung Api Purba - Nglanggeran,Yogyakarta,DI Yogyakarta,alam,-0.22076399661037516,1.2345090692425182,-0.43791018704105006,1,0,0,0,0,0
140,Bendung Lepen,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,0.7545442442790101,-0.43791018704105006,0,0,0,0,1,0
141,Bunker Kaliadem Merapi,Yogyakarta,DI Yogyakarta,alam,-0.326232849590406,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
142,Ledok Sambi,Yogyakarta,DI Yogyakarta,alam,-0.3714337865818478,0.7545442442790101,-0.43791018704105006,1,0,0,0,0,0
143,Seribu Batu Songgo Langit,Yogyakarta,DI Yogyakarta,alam,-0.34129982858755326,0.7545442442790101,-0.43791018704105006,1,0,0,0,0,0
144,Goa Jomblang,Yogyakarta,DI Yogyakarta,alam,7.162055711991785,0.7545442442790101,-0.43791018704105006,1,0,0,0,0,0
145,Desa Wisata Rumah Domes/Teletubbies,Yogyakarta,DI Yogyakarta,hiburan,-0.29609889159611147,-1.6452798805385178,7.792917844655246,0,0,0,0,1,0
146,Bukit Wisata Pulepayung,Yogyakarta,DI Yogyakarta,alam,-0.22076399661037516,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
147,Bentara Budaya Yogyakarta (BBY),Yogyakarta,DI Yogyakarta,budaya,-0.3714337865818478,0.2745794193155063,-0.43791018704105006,0,0,0,1,0,0
148,Goa Rancang Kencono,Yogyakarta,DI Yogyakarta,alam,-0.29609889159611147,-0.6853502306115058,-0.43791018704105006,1,0,0,0,0,0
149,Goa Cerme,Yogyakarta,DI Yogyakarta,alam,-0.326232849590406,-0.2053854056479976,1.619796820883024,1,0,0,0,0,0
150,Wisata Kraton Jogja,Yogyakarta,DI Yogyakarta,budaya,-0.26596493360181694,1.2345090692425182,1.619796820883024,0,0,0,1,0,0
151,Desa Wisata Kelor,Yogyakarta,DI Yogyakarta,hiburan,-0.3714337865818478,-0.2053854056479976,-0.43791018704105006,0,0,0,0,1,0
152,Pantai Patihan,Yogyakarta,DI Yogyakarta,bahari,-0.29609889159611147,-1.6452798805385178,-0.43791018704105006,0,1,0,0,0,0
153,Pantai Kukup,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,-2.1252447055020216,-0.43791018704105006,0,1,0,0,0,0
154,Pantai Ngrawe (Mesra),Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,0.2745794193155063,-0.43791018704105006,0,1,0,0,0,0
155,Pantai Ngobaran,Yogyakarta,DI Yogyakarta,bahari,-0.29609889159611147,0.7545442442790101,-0.43791018704105006,0,1,0,0,0,0
156,Pantai Pulang Sawal,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,0.2745794193155063,-0.43791018704105006,0,1,0,0,0,0
157,Pantai Baron,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,-0.2053854056479976,-0.43791018704105006,0,1,0,0,0,0
158,Pantai Pok Tunggal,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,0.2745794193155063,-0.43791018704105006,0,1,0,0,0,0
159,Hutan Pinus Asri,Yogyakarta,DI Yogyakarta,alam,-0.3337663390889796,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
160,Pasar Kebon Empring Bintaran,Yogyakarta,DI Yogyakarta,belanja,-0.3714337865818478,-0.2053854056479976,1.619796820883024,0,0,1,0,0,0
161,"Bukit Paralayang, Watugupit",Yogyakarta,DI Yogyakarta,alam,-0.29609889159611147,1.2345090692425182,1.619796820883024,1,0,0,0,0,0
162,Kampung Wisata Dipowinatan,Yogyakarta,DI Yogyakarta,budaya,2.9433015927905504,0.2745794193155063,1.619796820883024,0,0,0,1,0,0
163,Watu Mabur Mangunan,Yogyakarta,DI Yogyakarta,alam,-0.3337663390889796,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
164,Pintoe Langit Dahromo,Yogyakarta,DI Yogyakarta,alam,-0.3337663390889796,-0.2053854056479976,-0.43791018704105006,1,0,0,0,0,0
165,Green Village Gedangsari,Yogyakarta,DI Yogyakarta,hiburan,-0.34129982858755326,-1.1653150555750096,-0.43791018704105006,0,0,0,0,1,0
166,Kebun Teh Nglinggo,Yogyakarta,DI Yogyakarta,alam,-0.2810319125989642,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
167,Geoforest Watu Payung Turunan,Yogyakarta,DI Yogyakarta,alam,-0.3714337865818478,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
168,Pantai Timang,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,1.2345090692425182,-0.43791018704105006,0,1,0,0,0,0
169,Puncak Segoro,Yogyakarta,DI Yogyakarta,alam,-0.29609889159611147,-1.1653150555750096,-0.43791018704105006,1,0,0,0,0,0
170,Candi Borobudur,Yogyakarta,DI Yogyakarta,budaya,0.38191516327551545,1.2345090692425182,-0.43791018704105006,0,0,0,1,0,0
171,Candi Ijo,Yogyakarta,DI Yogyakarta,budaya,-0.29609889159611147,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
172,Pantai Indrayanti,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,0.2745794193155063,-0.43791018704105006,0,1,0,0,0,0
173,Pantai Nglambor,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,-0.2053854056479976,-0.43791018704105006,0,1,0,0,0,0
174,Pasar Beringharjo,Yogyakarta,DI Yogyakarta,belanja,-0.3714337865818478,0.2745794193155063,-0.43791018704105006,0,0,1,0,0,0
175,Museum Ullen Sentalu,Yogyakarta,DI Yogyakarta,budaya,1.1352641131328784,1.2345090692425182,-0.43791018704105006,0,0,0,1,0,0
176,Museum Gunung Merapi,Yogyakarta,DI Yogyakarta,budaya,-0.22076399661037516,-0.2053854056479976,3.677503828807098,0,0,0,1,0,0
177,Pantai Parangtritis,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,0.2745794193155063,-0.43791018704105006,0,1,0,0,0,0
178,Goa Pindul,Yogyakarta,DI Yogyakarta,alam,0.23124537330404277,0.2745794193155063,-0.43791018704105006,1,0,0,0,0,0
179,Candi Ratu Boko,Yogyakarta,DI Yogyakarta,budaya,0.758589638204197,0.7545442442790101,-0.43791018704105006,0,0,0,1,0,0
180,Pantai Depok Jogja,Yogyakarta,DI Yogyakarta,bahari,-0.22076399661037516,-0.6853502306115058,-0.43791018704105006,0,1,0,0,0,0
181,Pantai Sundak,Yogyakarta,DI Yogyakarta,bahari,-0.29609889159611147,0.2745794193155063,-0.43791018704105006,0,1,0,0,0,0
