place_id,user_rating_mean,user_rating_count,user_rating_std
102,2.9166666666666665,24,1.442120017518492
103,3.0,26,1.2649110640673518
104,2.1818181818181817,22,1.0970247050377688
105,3.0,21,1.378404875209022
106,3.1818181818181817,22,1.401915819643949
107,3.0,27,1.5191090506254998
108,3.210526315789474,19,1.436776769501831
109,2.65,20,1.268027892769755
110,2.875,16,1.4548768561863463
111,3.0434782608695654,23,1.2239377906638147
112,3.764705882352941,17,1.3004524099667145
113,3.0,27,1.1766968108291043
114,2.8214285714285716,28,1.3622848842368127
115,3.473684210526316,19,1.5765088382115289
116,3.1363636363636362,22,1.5211353699959822
117,3.5,20,1.4689774459950382
118,3.090909090909091,22,1.444499943433743
119,2.65,20,1.4244112357114613
120,2.8333333333333335,24,1.6061476099435992
121,2.888888888888889,18,1.2313975269103985
122,3.4444444444444446,18,1.4234267774809048
123,2.9473684210526314,19,1.3933845369589322
124,2.5384615384615383,13,1.2659242088545832
125,3.2941176470588234,17,1.7594283831102981
126,3.0476190476190474,21,1.5321941938341392
127,3.1379310344827585,29,1.3017608385522195
128,3.25,20,1.4823523268955434
129,3.176470588235294,17,1.3339459376998313
130,2.923076923076923,13,1.4411533842457842
131,3.2777777777777777,18,1.6016739609309325
132,3.590909090909091,22,1.5010818609412189
133,2.85,20,1.496487114615601
134,3.6206896551724137,29,1.2367524611846563
135,2.9565217391304346,23,1.1472600113299676
136,3.35,20,1.3869694338832113
137,3.125,16,1.5438048235879214
138,3.4782608695652173,23,1.4100149972571634
139,3.8823529411764706,17,1.5363248737318087
140,3.3333333333333335,15,1.1751393027860062
141,3.3333333333333335,18,1.3284223283101428
142,3.3703703703703702,27,1.4182369376786135
143,3.3333333333333335,21,1.4605934866804429
144,2.95,20,1.4317821063276355
145,2.9545454545454546,22,1.2140947137789433
146,3.5,22,1.371478173706159
147,3.0526315789473686,19,1.5446568914424659
148,3.2,20,1.3218806379747876
149,3.0,21,1.3416407864998736
150,3.0,20,1.5217718205053645
151,2.875,24,1.3929168644626095
152,3.0,21,1.4142135623730951
153,2.789473684210526,19,1.5484381869204369
154,3.32,25,1.4352700094407325
155,3.1904761904761907,21,1.3645163106041502
156,3.25,28,1.265642861099391
157,3.6363636363636362,22,1.328997278489977
158,2.857142857142857,28,1.238705588262011
159,2.923076923076923,26,1.4946056850708662
160,3.5238095238095237,21,1.2891488517253396
161,3.076923076923077,13,1.6563785025137654
162,2.8636363636363638,22,1.1252705302431796
163,2.5652173913043477,23,1.5616450230015824
164,3.5555555555555554,18,1.3814835257889044
165,3.0,24,1.5322617553657476
166,3.0476190476190474,21,1.499206139134658
167,3.3666666666666667,30,1.3767361035618173
168,2.85,20,1.3088765773505315
169,3.1,30,1.4703975535606828
170,3.1052631578947367,19,1.3701069237311885
171,3.142857142857143,21,1.424279266355945
172,3.3125,16,1.352466881911223
173,2.857142857142857,28,1.406711050228859
174,2.6666666666666665,30,1.422318004437519
175,2.8333333333333335,12,1.3371158468430429
176,3.3333333333333335,24,1.2740441145412122
177,3.2,35,1.2787861891837349
178,3.32,25,1.5737428845483834
179,3.0434782608695654,23,1.2960871487802053
180,3.1666666666666665,24,1.5788456616111677
181,2.44,25,1.3564659966250538
182,3.176470588235294,17,1.7405205441780578
183,3.3703703703703702,27,1.2449327491304698
184,2.411764705882353,17,1.4168108346481794
185,2.8636363636363638,22,1.0821255338433111
186,3.235294117647059,17,1.200490095997562
187,2.8518518518518516,27,1.3215289427170132
188,2.9411764705882355,17,1.2976222599091634
189,3.25,16,1.570562531918633
190,3.04,25,1.171893055416463
191,3.0454545454545454,22,1.703701089568649
192,2.95,20,1.3168942730211068
193,2.962962962962963,27,1.3722940221362485
194,3.375,16,1.02469507659596
195,3.0526315789473686,19,1.7150861400630166
196,3.5,20,1.4327007988227576
197,3.033333333333333,30,1.3256965204630415
198,2.888888888888889,18,1.5676467522593478
199,3.210526315789474,19,1.4367767695018305
200,3.3333333333333335,21,1.4259499757471625
201,3.3125,32,1.4241579289010098
202,3.25,28,1.3777329741819162
203,2.6363636363636362,22,1.2926699776028185
204,3.272727272727273,22,1.3863902488397422
205,3.0,14,1.176696810829104
206,3.0952380952380953,21,1.5134319246256802
207,2.909090909090909,22,1.508991808147505
208,3.25,32,1.1071614388213233
209,2.3076923076923075,13,1.2506408613597126
210,3.3043478260869565,23,1.520609405609106
211,3.230769230769231,26,1.478044446089286
212,2.875,16,1.3601470508735445
213,2.9130434782608696,23,1.1246431142310667
214,3.4444444444444446,18,1.4641689962819189
215,3.1,20,1.4104870379448817
216,2.9583333333333335,24,1.4288690166235207
217,3.238095238095238,21,1.0442586798663398
218,2.769230769230769,26,1.4507292595847734
219,2.68,25,1.345362404707371
220,3.2,30,1.1566896880679618
221,3.1363636363636362,22,1.3200091827045153
222,2.5625,16,1.5041608956491324
223,3.25,20,1.164157703189193
224,3.619047619047619,21,1.3592715135759477
225,2.772727272727273,22,1.1925090867905044
226,3.2083333333333335,24,1.4135729219948652
227,3.375,24,1.438976085247091
228,3.0476190476190474,21,1.3955712262794213
229,2.9285714285714284,14,1.2066664642907567
230,3.533333333333333,15,1.3557637102737476
231,3.1363636363636362,22,1.3200091827045153
232,3.380952380952381,21,1.3592715135759479
233,3.103448275862069,29,1.2054882705540313
234,2.1818181818181817,22,1.2587357087234732
235,3.227272727272727,22,1.4119158946291717
236,3.1379310344827585,29,1.5053271578685972
237,3.111111111111111,18,1.1318329168362207
238,3.111111111111111,18,1.3234931004459767
239,2.9473684210526314,19,1.3529262199858298
240,3.0476190476190474,21,1.499206139134658
241,3.28,25,1.429452109492771
242,3.25,20,1.332784974957958
243,3.4285714285714284,14,1.4525460784051258
244,3.129032258064516,31,1.4315943439366465
245,2.85,20,1.4244112357114618
246,3.48,25,1.3576941236277533
247,2.588235294117647,17,1.2776356840572631
248,3.1,30,1.373392477244478
249,3.4210526315789473,19,1.4649910683718712
250,2.8620689655172415,29,1.4072297490113201
251,3.5,18,1.5434872662825796
252,3.1724137931034484,29,1.4409561685918677
253,3.4285714285714284,21,1.4342743312012722
254,3.789473684210526,19,1.3156725094212405
255,3.24,25,1.451436070471816
256,3.2,15,1.2649110640673518
257,2.6956521739130435,23,1.1455361035021452
258,3.130434782608696,23,1.3916748518532023
259,2.88,25,1.3638181696985856
260,3.107142857142857,28,1.3700307029348384
261,3.473684210526316,19,1.4669856112538155
262,2.4705882352941178,17,1.4627733530362594
263,3.6,20,1.2732056517228267
264,3.0833333333333335,24,1.0598058340078627
265,3.1,30,1.1249521062602224
266,2.739130434782609,23,1.355708178049989
267,2.9444444444444446,18,1.4741786236338816
268,3.0,22,1.1952286093343938
269,2.923076923076923,26,1.1286479317511524
270,2.9285714285714284,14,1.4917354742965407
271,2.888888888888889,18,1.2313975269103985
272,3.2,20,1.4725559590832462
273,2.4761904761904763,21,1.470341716032284
274,2.6333333333333333,30,1.2452207485597397
275,2.6,25,1.2909944487358054
276,2.9166666666666665,24,1.3160106602801567
277,3.1052631578947367,19,1.5236920380774408
278,3.0526315789473686,19,1.223550580642996
279,3.642857142857143,28,1.2535663410560174
280,2.9583333333333335,24,1.517411029314094
281,3.1052631578947367,19,1.3289401308354825
282,3.3,20,1.3018205875255096
283,3.0555555555555554,18,1.3920878193318216
284,3.2,20,1.0563093645728086
285,2.782608695652174,23,1.5654369630794764
286,2.588235294117647,17,1.4168108346481794
287,3.5,14,1.4005493427717788
288,2.764705882352941,17,1.147247344990711
289,2.8823529411764706,17,1.4090046549415862
290,2.9545454545454546,22,1.1329385612423049
291,3.130434782608696,23,1.217461883894185
292,3.1578947368421053,19,1.4629938062729393
293,3.2666666666666666,15,1.5796322658258455
294,3.064516129032258,31,1.3149267120507195
295,3.3793103448275863,29,1.2653004471961895
296,2.730769230769231,26,1.3433597376039617
297,3.1923076923076925,26,1.497176830417323
298,2.769230769230769,39,1.5468395361534069
299,2.75,16,1.4832396974191326
300,3.6551724137931036,29,1.2034433356286312
301,2.923076923076923,13,1.1151635501529555
302,2.8333333333333335,24,1.2394482175782782
303,2.9523809523809526,21,1.4654757069358222
304,2.95,20,1.09904264559757
305,2.875,16,1.6278820596099706
306,3.0,20,1.4142135623730951
307,2.8076923076923075,26,1.4427537771700552
308,3.4,20,1.187655806953123
309,3.3043478260869565,23,1.5502135515263593
310,3.0526315789473686,19,1.1772701101619378
311,2.9047619047619047,21,1.5134319246256804
312,3.185185185185185,27,1.6180956764770178
313,2.7,20,1.4179302929937965
314,3.5416666666666665,24,1.2150922908825974
315,3.08,25,1.351542328847553
316,2.95,20,1.394538218230416
317,3.1,20,1.4104870379448817
318,3.111111111111111,18,1.4507153971054052
319,3.193548387096774,31,1.3271361356622933
320,3.1666666666666665,18,1.294785923709126
321,3.75,20,1.069923755276638
322,3.7857142857142856,28,1.1974399500026855
323,3.0689655172413794,29,1.4124708462922748
324,2.9545454545454546,22,1.2527027058580458
325,2.925925925925926,27,1.6390880655442788
326,2.5789473684210527,19,1.261207070569223
327,3.1578947368421053,19,1.344253526630914
328,3.125,24,1.3929168644626095
329,2.6666666666666665,24,1.4645571126562065
330,2.7222222222222223,18,1.4874200148759578
331,2.806451612903226,31,1.4472814708666653
332,3.5652173913043477,23,1.5023038960368276
333,3.5,24,1.1420804814403216
334,3.1666666666666665,18,1.3826657968874305
335,3.272727272727273,22,1.4534628005401833
336,3.303030303030303,33,1.31064985038073
337,3.0952380952380953,21,1.5134319246256802
338,2.5925925925925926,27,1.2787992943881519
339,3.0,20,1.4142135623730951
340,3.2222222222222223,18,1.2153699778283713
341,3.2083333333333335,24,1.3506573815438319
342,3.217391304347826,23,1.4757593342575275
343,2.88,25,1.4236104336041748
344,2.78125,32,1.4308665319512035
345,3.2,20,1.436369692919216
346,3.25,24,1.3909646324388167
347,3.0869565217391304,23,1.5641740044526804
348,3.074074074074074,27,1.384694521321911
349,2.7058823529411766,17,1.6110829386763794
350,3.5,16,0.9660917830792959
351,3.25,20,1.292692009559488
352,3.3157894736842106,19,1.3764944032233706
353,3.4705882352941178,17,1.280510008689093
354,2.9473684210526314,19,1.5802139169719436
355,3.0344827586206895,29,1.4263529572376852
356,2.8823529411764706,17,1.4090046549415864
357,3.217391304347826,23,1.3802674885401556
358,3.2941176470588234,17,1.159994928995001
359,3.1,20,1.2523661815266247
360,2.8181818181818183,22,1.2960145368218983
361,2.6666666666666665,18,1.5718104959867516
362,3.1333333333333333,15,1.3020130933435716
363,2.869565217391304,23,1.391674851853202
364,3.1666666666666665,18,1.4245742398014511
365,3.1666666666666665,18,1.4652845537742532
366,2.933333333333333,30,1.436790804568276
367,3.2666666666666666,30,1.3879613761229794
368,3.107142857142857,28,1.227441956515157
369,3.0,29,1.1952286093343936
370,2.6666666666666665,15,1.5886502207249786
371,3.08,25,1.3820274961085255
372,2.9130434782608696,23,1.164358718478306
373,3.04,25,1.3988090172238192
374,3.1923076923076925,26,1.4702171477501076
375,2.9523809523809526,21,1.4309504001254019
376,2.9166666666666665,24,1.5298953265321547
377,3.3,30,1.5120207989811925
378,3.0,24,1.3831281496162493
379,3.2222222222222223,18,1.3527990831890462
380,2.9375,16,1.691892431568863
381,2.962962962962963,27,1.5806882989936688
382,3.2857142857142856,21,1.3469542361512192
383,2.3043478260869565,23,1.3629774429099781
384,3.15,20,1.4244112357114613
385,2.9565217391304346,23,1.296087148780205
386,2.8260869565217392,23,1.4970326380435361
387,3.5555555555555554,18,1.1991282236408356
388,3.0952380952380953,21,1.3380867649282653
389,2.380952380952381,21,1.2835961388299078
390,2.769230769230769,13,1.3008872711759818
391,3.0,24,1.5603789952109879
392,3.3125,16,1.352466881911223
393,3.1578947368421053,19,1.213953957333768
394,2.769230769230769,13,1.1657505560686465
395,3.227272727272727,22,1.2698638165386524
396,3.388888888888889,18,1.3345582608616182
397,3.0952380952380953,21,1.3380867649282653
398,3.076923076923077,26,1.2624761993186857
399,3.588235294117647,17,1.277635684057263
400,2.5217391304347827,23,1.3774008863003637
401,3.576923076923077,26,1.2384854273854633
402,3.21875,32,1.4969727517075382
403,2.0625,16,1.181453906563152
404,2.7,20,1.3803127029389888
405,2.9583333333333335,24,1.5457984194658723
406,2.8620689655172415,29,1.355521458201721
407,3.5217391304347827,23,1.473078570310593
408,2.7142857142857144,21,1.346954236151219
409,2.933333333333333,15,1.2227992865708155
410,3.0,20,1.3377121081198773
411,3.210526315789474,19,1.4749368110164003
412,3.3333333333333335,15,1.4474937289114918
413,3.04,25,1.3686976778431872
414,2.85,20,1.496487114615601
415,2.2941176470588234,17,1.3117119482928095
416,4.0,28,1.2765694770084508
417,2.730769230769231,26,1.3433597376039617
418,2.869565217391304,23,1.3247417527437002
419,3.263157894736842,19,1.5578512717186197
420,3.3333333333333335,18,1.3284223283101428
421,2.95,20,1.5035046776746235
422,3.7,20,1.3416407864998738
423,2.25,24,1.1131623577819225
424,3.0,25,1.3228756555322954
425,3.347826086956522,23,1.3687650589349747
426,2.9545454545454546,22,1.3619759010270172
427,3.037037037037037,27,1.4801632311617496
428,3.2857142857142856,21,1.6168752933623898
429,3.210526315789474,19,1.3156725094212403
430,3.2,30,1.4239333576037019
431,3.5,20,1.4689774459950382
432,3.3333333333333335,18,1.0289915108550531
433,3.3181818181818183,22,1.3933981633253438
434,2.4,25,1.0408329997330663
435,3.0,17,1.4577379737113252
436,3.0,21,1.449137674618944
437,3.3333333333333335,33,1.3149778198382918
